Ciudad;Año;Mes;PM2.5;PM10;NO2;SO2;O3;Temperatura;Humedad;Indice_AQI
Pereira;2017;8;22.853.967.989.152.800;7.410.826.540.915.500;17.584.073.609.059.400;1.0;22.015.386.732.045.800;2.470.725.546.954.080;793.718.797.369.692;6.845.579.982.406.170
Cartagena;2021;2;16.231.581.269.334.800;9.418.172.796.028.000;212.589.547.243.608;2.736.395.487.337.960;30.496.923.469.709.700;2.459.876.863.724.530;8.117.193.161.696.910;10.420.613.913.147.300
Cali;2021;11;30.737.181.767.678.300;8.186.210.798.715.470;26.870.201.076.939.300;558.526.735.500.715;29.752.193.860.764.100;20.821.806.235.877.900;7.544.298.154.457.170;36.335.082.260.292.600
Bucaramanga;2022;12;5.851.687.264.693.490;49.957.817.907.324.500;30.866.248.826.168.200;4.961.452.611.149.060;3.160.490.915.977.470;20.787.304.656.509.100;6.562.805.154.780.570;6.510.620.690.507.310
Barranquilla;2024;2;4.468.397.118.439.310;569.981.248.938.269;29.454.791.746.875.200;7.274.745.977.918.570;3.209.651.578.356.810;17.146.006.337.640.400;8.214.525.281.442.530;12.707.127.185.469.700
Cúcuta;2018;4;455.594.701.519.135;6.096.127.723.988.010;24.501.816.690.939.900;4.789.660.882.344.470;3.399.507.269.523.560;1.849.422.847.857.700;6.532.163.577.304.450;8.247.830.399.372.090
Cali;2017;10;4.834.785.427.678.240;5.793.124.331.022.780;20.753.566.710.840.800;29.702.366.820.716.300;1.849.146.387.105.640;21.715.991.117.210.200;5.717.962.912.082.630;16.733.944.930.938.400
Barranquilla;2017;9;41.311.498.437.778.700;10.057.557.671.420.600;2.912.220.693.565.440;1.770.917.872.420.380;21.302.492.167.634.300;22.985.148.209.210.400;9.379.921.839.595.920;3.205.775.725.638.600
Manizales;2019;10;3.680.912.821.420.360;31.579.737.223.534.800;2.381.612.162.655.770;6.609.277.268.040.520;29.557.463.288.462.900;25.553.939.457.942.900;7.733.194.216.346.080;8.617.587.240.342.540
Manizales;2015;12;4.493.460.344.971.950;8.311.838.279.317.670;4.305.354.459.125.920;1.0;29.743.884.591.924.900;2.504.430.329.896.080;582.281.363.238.518;8.248.887.582.060.910
Barranquilla;2024;9;26.807.508.436.729.700;4.415.393.250.143.090;3.086.409.009.969.900;8.195.408.134.953.710;17.016.871.616.444.400;29.785.383.827.828.600;720.138.285.501.726;9.964.263.382.571.730
Bucaramanga;2017;4;1.378.305.482.950.510;5.077.497.025.097.860;15.765.843.750.096.400;4.376.344.709.862.230;4.297.871.257.215.660;17.136.559.537.512.100;7.040.941.664.500.410;5.092.945.610.218.190
Cali;2020;9;4.584.495.401.936.480;29.805.332.662.625.600;20.224.000.486.263.400;5.575.161.863.535.930;3.869.760.813.060.990;20.837.072.946.779.600;647.512.375.997.947;7.678.088.487.292.780
Bucaramanga;2017;3;5.356.607.158.623.830;59.018.911.376.822.600;25.481.921.772.598.200;13.551.712.406.762.400;19.683.399.775.642.400;17.573.477.219.011.100;7.350.324.816.143.470;13.156.493.722.616.200
Medellín;2019;12;1.822.652.090.965.950;10.021.463.303.078.400;37.994.312.150.704.500;7.759.211.906.073.910;27.499.607.844.999.700;2.838.643.534.681.030;560.720.850.856.374;8.922.394.756.481.600
Pereira;2023;5;473.288.222.362.385;7.529.648.484.929.550;3.911.105.009.112.130;4.237.016.993.910.570;54.114.475.809.565.300;19.487.630.559.017.800;8.310.460.198.852.390;5.721.088.379.172.910
Medellín;2016;10;6.021.148.570.082.280;4.603.276.906.001.800;2.103.865.279.634.430;12.231.267.549.786.200;31.926.924.454.011.300;27.775.137.262.223.100;6.990.758.240.644.510;18.320.201.039.597.500
Manizales;2016;9;34.966.306.973.643.100;9.034.295.348.758.620;1.566.365.783.410.550;15.749.704.153.045.400;3.474.823.146.240.070;29.263.930.668.630.200;4.585.818.515.307.820;10.196.399.242.668.100
Cúcuta;2020;6;22.729.967.228.873.800;9.462.608.527.137.370;14.385.023.587.938.100;12.684.360.813.199.200;22.692.773.386.426.400;2.406.718.481.730.390;665.777.169.112.087;12.453.375.826.474.000
Bogotá;2020;3;36.845.280.102.901.300;7.208.092.962.078.170;27.524.287.572.157.800;1.0;262.426.546.976.599;2.346.529.413.862.510;6.076.200.283.231.810;13.056.577.250.140.500
Pereira;2022;10;2.674.199.047.698.940;1.106.949.831.630.510;4.803.784.309.217.490;442.505.248.801.493;48.135.911.829.400.800;221.932.257.274.229;25.143.905.431.467.600;9.716.968.708.862.360
Manizales;2016;9;25.749.048.350.653.900;8.643.128.249.249.220;30.390.941.042.551.000;10.237.242.653.181.000;31.359.533.127.510.400;20.414.469.819.167.800;6.766.278.678.425.520;6.841.025.448.477.260
Bucaramanga;2023;6;4.149.776.100.907.310;8.365.305.014.585.170;9.060.874.733.159.920;8.778.502.973.679.920;2.914.886.137.352.540;19.813.076.180.859.600;8.555.166.767.116.750;10.796.790.703.629.700
Bucaramanga;2016;4;10.944.057.874.551.500;539.324.258.566.742;17.739.958.967.539.900;8.363.624.230.304.010;3.009.169.303.123.750;2.126.291.638.142.840;6.838.277.519.546.820;7.199.553.479.393.220
Bucaramanga;2015;4;13.341.066.162.616.500;8.254.796.971.242.680;1.876.085.798.155.080;508.621.653.579.583;6.054.459.346.098.220;31.121.891.952.395.400;8.062.216.082.685.970;11.486.275.186.458.700
Cúcuta;2024;8;3.528.936.320.560.910;7.433.582.555.208.980;1.677.997.479.885.090;29.720.795.846.128.000;30.477.690.037.774.600;16.790.723.925.169.000;7.012.742.526.065.000;9.343.038.640.029.210
Medellín;2016;7;3.466.537.191.631.350;8.039.658.005.342.050;211.210.617.506.578;200.389.085.890.651;20.039.079.609.436.700;23.023.046.118.879.900;6.315.443.813.811.940;14.117.660.038.694.700
Bogotá;2021;1;4.015.331.865.559.900;5.630.828.761.717.330;28.693.948.610.199.400;1.013.555.476.569.450;2.213.578.918.061.710;25.556.529.820.937;59.025.977.812.348.200;5.433.998.163.960.390
Bucaramanga;2022;6;6.312.838.082.725.080;7.256.197.768.717.970;31.819.811.693.226.400;13.210.608.944.337.000;3.936.907.202.865.720;2.057.812.079.328.820;50.758.078.684.198.800;1.287.406.769.243.950
Santa Marta;2019;8;36.567.710.541.137.300;5.366.276.999.570.080;3.591.763.490.916.640;10.031.255.867.919.000;12.858.226.480.238.600;24.080.411.856.207.800;8.388.648.139.294.210;12.455.121.073.722.500
Pereira;2020;3;4.397.258.225.502.190;27.057.358.000.679.300;30.242.025.730.471.700;10.231.743.493.189.900;35.406.995.777.570.700;14.476.990.936.582.800;8.096.123.063.888.720;9.043.906.840.807.090
Cali;2015;9;2.036.700.596.578.050;8.996.609.137.156.760;5.458.497.596.711.590;9.689.483.000.953.560;21.314.189.668.206.600;286.252.157.315.759;6.582.562.464.298.750;1.292.078.217.627.980
Santa Marta;2020;10;4.651.906.495.274.800;3.995.222.036.620.960;14.426.954.124.686.800;4.397.770.704.627.830;7.694.765.322.575.900;2.765.574.355.720.540;3.963.601.880.189.730;11.675.571.473.691.000
Bogotá;2022;2;2.710.413.702.333.980;7.214.372.929.564.830;2.341.905.963.140.800;24.275.527.098.287.600;18.239.133.397.036.800;21.507.870.503.131.700;7.708.125.929.562.300;12.668.607.117.476.100
Cúcuta;2017;6;36.071.312.488.716.300;766.600.425.889.808;2.647.279.855.767.470;11.931.126.868.724.900;30.330.405.716.143.900;17.600.820.673.474.600;5.642.834.380.187.670;1.241.406.444.052.280
Bogotá;2015;12;33.367.270.623.962.500;765.312.603.172.611;3.361.418.359.876.250;10.939.212.036.355.800;467.420.087.219.138;25.964.490.737.934.500;7.215.823.560.242.970;10.200.481.489.372.600
Cali;2018;1;5.049.461.352.371.040;6.433.841.852.803.490;2.543.184.176.216.770;14.691.404.492.298.500;4.095.995.294.335.960;16.259.402.668.489.600;46.881.296.168.563.100;761.518.281.038.507
Pereira;2015;12;15.350.351.684.375.000;7.542.422.950.559.940;25.507.072.538.636.700;13.676.804.133.210.100;26.475.717.285.950.900;16.976.879.670.451.900;713.799.847.744.564;7.568.979.160.401.210
Cali;2022;11;5.0;7.941.934.139.570.320;27.377.973.631.390.500;5.957.439.036.251.640;4.166.624.483.781.710;21.731.952.544.656.500;6.803.024.378.411.230;9.141.414.318.209.470
Barranquilla;2019;2;3.179.850.954.368.110;846.992.963.150.397;2.244.978.261.218.790;15.662.956.544.609.300;25.718.642.049.131.300;29.590.207.834.940.000;33.854.242.155.218.700;13.372.573.409.249.900
Pereira;2015;5;4.202.796.885.357.680;10.466.882.678.768.500;25.868.851.398.778.100;13.825.135.975.772.500;12.401.860.983.049.300;25.202.909.279.676.500;9.426.938.041.654.590;12.528.995.527.708.400
Bogotá;2022;1;372.840.406.371.125;7.468.388.302.996.410;36.258.321.790.117.500;13.454.207.849.286.600;30.253.051.627.592.100;18.765.024.150.053.500;6.511.458.278.132.350;14.023.925.909.092.600
Bucaramanga;2023;8;5.348.306.356.120.860;7.128.097.690.035.400;2.416.089.101.215.990;2.124.663.395.989.400;11.928.792.059.918.500;13.589.510.292.422.400;6.611.091.876.669.190;14.425.112.881.736.100
Bogotá;2024;1;41.560.590.112.695.000;51.865.420.692.998.100;24.697.872.732.157.100;2.021.979.381.254.090;3.949.689.968.982.070;2.220.760.206.815.900;7.802.015.456.744.960;9.132.026.607.005.110
Bogotá;2016;9;26.542.275.022.102.100;7.871.892.647.798.670;24.664.145.952.328.100;1.344.956.883.277.440;39.670.561.068.082.500;23.257.108.929.507.900;6.923.998.602.713.590;17.849.686.707.086.800
Pereira;2023;10;5.0;8.334.766.206.281.130;37.977.738.137.911.600;12.825.986.029.187.600;19.440.360.725.636.800;21.636.099.592.055.900;7.545.969.979.954.200;9.584.079.804.893.190
Barranquilla;2022;11;31.440.316.487.071.700;6.615.393.631.436.740;13.919.466.731.705.500;15.408.275.908.848.400;31.747.170.081.907.900;3.103.195.840.115.830;5.283.426.119.473.980;8.024.414.153.020.350
Bogotá;2021;3;5.041.938.503.386.690;8.089.225.008.368.070;4.275.846.894.791.190;7.080.231.151.648.140;31.632.590.810.297.200;2.134.036.555.195.770;6.786.727.661.743.020;11.333.331.920.775.900
Santa Marta;2017;12;2.911.928.325.999.320;6.414.967.612.901.310;13.236.181.454.844.800;7.150.853.712.044.740;4.046.356.058.120.680;10.589.398.129.121.100;4.136.024.220.858.440;11.934.847.883.843.300
Manizales;2016;2;3.542.480.395.516.640;8.341.985.304.177.840;1.845.779.738.672.240;13.367.107.035.459.500;15.059.180.952.193.800;19.964.302.209.118.000;6.643.529.246.216.060;7.033.759.842.380.020
Cartagena;2021;1;41.320.403.814.600.600;8.825.204.628.059.480;32.447.382.697.153.100;5.717.619.554.362.130;3.719.385.028.281.810;24.273.222.892.737.100;9.167.601.829.689.990;9.365.391.990.527.540
Cartagena;2019;9;1.977.061.438.625.270;8.797.255.733.460.970;3.530.316.695.473.670;12.963.847.427.616.200;14.198.768.987.933.800;23.934.486.543.759.800;47.410.202.185.093.100;8.212.114.314.319.360
Bogotá;2020;4;44.348.538.449.582.200;7.235.688.652.282.600;1.096.500.983.001.510;1.078.416.083.268.090;39.326.264.852.074.400;21.116.608.568.824.800;647.387.757.166.056;10.566.171.630.776.400
Santa Marta;2018;12;5.955.682.685.002.550;4.920.063.696.765.890;1.407.298.136.752.910;5.719.049.477.039.400;4.275.236.881.599.770;2.028.890.906.963.580;3.814.102.890.406.120;13.183.436.054.691.900
Bucaramanga;2016;1;32.407.799.721.598.900;57.761.738.947.163.500;2.777.842.809.471.840;10.129.332.551.441.400;2.196.490.327.632.120;12.001.885.576.008.800;701.192.017.065.818;893.636.289.353.186
Cúcuta;2023;1;1.806.403.367.251.540;8.190.314.647.769.450;4.844.419.387.763.790;16.525.407.960.692.000;44.629.546.398.498.400;2.242.885.378.110.760;7.699.261.894.943.940;12.290.859.954.129.000
Cúcuta;2017;7;3.400.098.459.467.030;11.897.624.611.480.400;37.462.627.809.986.800;10.411.852.253.269.100;11.111.604.443.774.500;2.030.688.611.960.510;757.521.361.349.441;4.444.609.666.278.300
Pereira;2021;2;5.0;6.318.558.456.935.830;22.519.029.503.681.800;10.432.738.238.089.800;4.319.500.134.252.650;23.246.249.410.217.200;6.097.197.887.878.290;1.355.914.329.909.930
Cartagena;2022;7;4.005.354.895.964.920;791.167.535.677.628;5.0;11.644.926.394.522.900;4.726.147.485.795.160;24.456.446.370.101.400;3.783.745.339.371.600;8.186.278.572.300.530
Bogotá;2016;12;4.178.411.566.472.860;5.887.894.885.041.190;25.816.427.344.211.500;12.295.942.614.458.000;3.414.978.232.981.830;28.205.341.860.223.200;51.376.616.814.172.700;8.114.954.082.713.640
Cúcuta;2020;7;60.134.544.407.683.400;50.520.659.115.017.900;28.622.968.036.465.500;8.345.797.669.594.030;27.653.690.627.647.600;1.722.217.449.343.060;8.884.713.294.008.370;11.601.359.573.412.900
Bogotá;2022;10;32.090.078.111.500.600;5.647.368.272.845.270;21.173.048.589.171.900;1.175.130.523.983.520;33.749.037.841.199.000;15.530.089.227.421.400;8.318.468.632.156.300;11.811.605.726.250.100
Pereira;2021;9;4.112.728.007.219.700;2.835.056.046.594.650;16.492.760.094.534.000;4.754.648.202.046.330;22.754.899.575.226.400;19.130.166.344.377.900;6.862.990.828.284.490;9.550.768.080.216.580
Cartagena;2017;7;2.208.067.846.421.140;9.706.870.125.815.500;26.591.652.603.213.800;600.464.471.583.056;61.495.520.149.952.900;18.322.033.774.718.400;7.243.439.821.936.840;6.444.805.176.017.060
Cali;2015;1;2.965.359.319.212.380;2.539.739.494.170.770;15.577.388.061.060.300;66.442.544.596.218.800;22.961.624.514.788.500;1.787.295.212.641.860;54.585.718.520.314.000;8.081.724.290.730.020
Manizales;2020;12;12.122.218.450.067.000;6.472.343.539.198.730;4.372.448.660.808.720;1.234.881.344.817.050;4.580.881.403.588.780;29.224.532.204.341.200;8.935.949.355.866.030;10.380.969.668.832.200
Manizales;2022;8;32.078.155.680.751.400;4.643.744.209.299.890;4.016.744.797.533.810;10.801.164.137.781.300;21.105.270.990.910.200;22.742.079.357.691.400;59.212.757.166.085.500;11.959.364.573.018.000
Cúcuta;2020;8;30.420.362.697.221.500;5.231.239.569.275.590;3.157.912.631.592.760;9.328.202.113.780.230;4.916.169.935.404.370;31.861.967.313.140.400;7.655.913.644.367.380;6.708.203.662.585.020
Manizales;2019;4;3.948.799.649.133.340;9.753.045.319.477.330;25.897.105.691.193.100;13.453.849.947.926.400;5.414.794.298.106.200;21.984.647.884.876.100;50.081.479.990.954.700;7.439.431.676.619.270
Cali;2022;8;25.646.046.795.010.400;7.402.133.980.062.780;18.398.359.133.864.400;11.894.310.413.711.600;34.631.889.732.232.100;16.140.617.754.670.100;6.732.689.937.485.560;11.051.774.542.234.400
Bogotá;2016;4;3.625.018.026.462.630;5.069.207.681.636.590;2.479.212.816.109.090;855.011.610.008.564;3.343.988.722.280.580;17.959.127.079.011.100;8.872.655.907.971.580;9.667.088.294.155.390
Pereira;2015;8;29.999.299.165.885.000;5.820.965.735.006.970;4.139.297.135.207.270;4.823.845.785.900.930;18.521.051.702.585.000;2.712.227.673.521.970;5.579.600.353.720.170;10.585.993.132.399.900
Cali;2015;5;30.027.509.175.507.200;54.690.375.591.158.200;33.686.540.584.366.200;5.901.455.993.866.230;17.091.988.685.180.500;16.330.741.315.197.300;8.124.036.131.055.500;0.0
Pereira;2018;4;3.620.543.488.944.540;6.912.908.655.842.230;27.036.922.784.764.500;2.665.952.673.035.540;3.357.497.526.198.750;24.789.383.221.319.300;5.378.850.741.722.250;8.820.350.929.323.020
Pereira;2020;6;3.560.784.413.475.510;7.345.783.369.575.380;34.239.743.341.675.900;1.070.284.775.075.410;47.498.309.726.173.400;20.216.237.354.236.600;5.647.133.453.098.480;1.341.307.788.996.970
Cartagena;2023;2;46.417.610.585.774.500;1.079.114.954.645.710;30.456.106.633.808.200;5.689.306.087.731.640;23.421.570.130.211.600;17.350.872.136.676.100;6.986.537.088.665.490;7.536.500.118.320.150
Bogotá;2015;12;3.319.035.448.805.240;31.673.984.680.045.800;28.962.775.398.868.700;7.523.385.090.080.640;5.649.515.061.353.020;2.893.259.866.074.110;8.457.460.168.470.900;1.194.610.231.076.400
Santa Marta;2015;2;29.751.719.763.154.900;6.930.375.370.484.090;34.805.632.589.915.300;936.204.659.685.568;22.678.248.724.441.900;190.571.698.183.999;6.552.721.536.503.210;5.165.021.422.219.490
Manizales;2019;2;32.287.888.323.691.600;63.688.646.149.309.500;30.170.276.448.247.500;15.219.975.956.653.400;3.275.270.328.899.960;17.862.144.876.998.100;7.927.862.926.212.110;3.748.859.723.182.170
Santa Marta;2024;9;24.280.038.247.385.100;8.893.097.055.433.560;3.358.551.470.103.370;14.643.952.991.584.000;3.278.419.759.684.380;21.605.534.602.235.800;871.620.292.410.488;11.671.270.317.111.800
Cartagena;2019;10;29.601.333.596.499.900;7.709.636.236.356.780;2.661.387.049.634.500;9.726.457.643.730.120;28.781.587.497.173.700;19.458.811.535.790.600;5.843.277.124.136.850;9.782.140.191.494.850
Pereira;2019;3;6.546.738.069.609.840;8.180.724.416.229.890;22.458.741.768.098.900;16.327.517.447.001.400;5.474.069.804.085.230;3.307.492.950.299.930;4.712.251.606.509.890;8.656.452.196.422.670
Cúcuta;2024;10;21.309.818.589.561.900;7.690.172.372.030.160;19.518.371.210.598.500;1.0;22.571.122.794.829.200;273.017.864.668.779;646.672.676.292.235;13.385.865.667.304.300
Manizales;2020;4;3.082.015.499.181.030;5.136.017.749.432.920;18.326.903.945.290.400;19.386.102.748.832.500;3.239.567.150.763.440;19.046.537.887.724.100;890.963.275.109.671;8.752.636.996.292.940
Manizales;2022;10;29.187.670.050.954.600;9.422.530.992.986.020;8.948.295.575.584.670;13.462.498.571.522.900;28.848.178.848.237.400;1.962.331.444.370.780;57.810.143.308.377.500;7.469.523.005.789.680
Bogotá;2017;12;31.292.425.816.334.000;8.597.009.809.231.330;15.880.600.531.883.300;10.514.016.425.099.600;3.763.443.191.283.330;11.902.758.624.661.300;8.522.424.607.961.110;7.036.719.974.393.280
Barranquilla;2023;8;30.031.410.366.824.000;8.831.059.583.449.480;15.591.464.704.178.100;5.543.201.596.239.680;39.082.030.943.902.200;22.687.018.255.457.200;6.606.249.203.905.610;61.906.192.769.103.000
Medellín;2015;4;39.188.601.518.315;952.810.034.101.433;19.926.548.040.159.600;7.809.663.169.347.670;27.119.058.465.853.000;18.264.703.285.305.900;963.431.812.483.588;11.866.590.826.301.300
Medellín;2018;11;9.347.373.479.123.080;7.835.350.201.303.910;4.062.244.210.638.290;13.046.754.477.890.200;18.450.835.532.214.600;2.244.005.691.079.960;100.0;8.751.607.752.877.330
Medellín;2023;10;5.055.757.208.798.000;9.961.984.808.234.980;23.424.380.444.462.200;13.160.396.917.657.000;4.857.981.246.460.090;12.168.629.525.478.800;8.547.193.770.702.990;14.570.083.770.173.600
Barranquilla;2022;10;4.448.874.199.463.290;7.755.279.143.573.280;274.176.688.988.431;13.341.966.852.953.900;13.734.452.033.812.100;21.866.218.320.055.200;4.530.095.782.935.170;0.0
Bogotá;2024;7;1.635.692.620.905.290;6.561.882.823.950.780;2.773.319.644.511.920;6.357.516.328.167.690;22.856.313.318.814.200;3.049.335.653.116.740;3.395.157.112.183.100;13.691.361.086.109.900
Barranquilla;2023;5;5.0;698.679.217.903.327;4.087.580.912.842.360;5.350.761.434.923.950;19.800.480.912.314.300;22.270.705.806.161.600;7.091.765.844.488.620;11.438.518.461.733.500
Medellín;2015;9;2.034.391.780.787.890;6.952.312.463.727.760;19.244.145.461.547.000;10.976.026.221.762.500;3.895.749.146.162.520;18.126.589.064.747.200;8.359.975.012.184.910;9.636.703.529.698.550
Cartagena;2023;4;31.360.003.078.593.100;5.961.217.355.818.910;22.774.779.197.419.300;13.849.269.788.857.300;4.580.426.369.376.700;21.897.666.375.450.800;7.751.515.008.482.770;48.343.469.348.857.500
Cali;2017;3;7.370.437.848.036.160;10.263.777.696.740.400;23.938.006.282.258.100;10.015.924.247.524.200;27.915.679.493.868.600;2.167.875.631.906.950;59.146.105.863.890.900;33.604.907.179.721.500
Pereira;2024;2;431.488.544.746.141;7.592.590.731.007.330;3.636.534.855.774.760;17.407.421.234.425.800;3.275.732.112.401.890;3.295.916.570.378.140;4.771.021.461.895.250;13.004.362.494.938.700
Barranquilla;2023;1;78.861.552.622.781.300;7.189.476.951.665.810;38.441.056.937.544.500;10.165.687.310.950.500;351.452.618.518.698;20.335.790.353.896.500;8.394.686.442.147.460;10.968.586.428.682.000
Bogotá;2015;11;2.465.516.742.648.580;7.776.548.509.852.860;29.745.838.196.939.400;999.645.678.083.507;51.648.049.183.066.300;15.983.533.483.885.700;9.787.897.679.451.920;10.892.874.928.273.700
Bogotá;2015;6;3.420.181.345.590.520;12.959.709.033.474.200;37.329.093.740.618.700;13.352.799.955.963.300;8.717.118.693.441.860;2.210.729.087.113.710;5.994.916.212.209.290;959.011.663.621.937
