Ciudad;Año;Mes;Casos_Asma;Casos_Bronquitis;Casos_Neumonia;Casos_EPOC;Urgencias_Respiratorias;Hospitalizaciones;Mortalidad_Respiratoria;Edad_Promedio_Pacientes;Costo_Promedio_Paciente
Santa Marta;2019;1;21;10;12;8;32;5;1;6.573.520.550.149.120;6.743.409.604.923.690
Santa Marta;2018;5;28;16;11;6;23;14;2;5.455.911.935.105.910;7.376.345.279.775.960
Santa Marta;2024;11;18;15;2;11;28;14;4;41.203.986.988.869.800;22.836.542.980.433.900
Barranquilla;2016;7;16;13;7;10;28;12;1;4.765.973.149.172.060;4.726.335.806.165.530
Pereira;2017;2;12;5;13;9;34;7;6;7.790.037.247.288.530;27.454.015.327.322.000
Santa Marta;2024;5;22;14;13;5;27;13;0;31.841.398.851.568.900;3.502.702.141.382.240
Cartagena;2024;4;13;20;7;6;30;12;3;26.284.025.477.514.900;3.479.561.979.136.560
Bucaramanga;2017;6;25;10;12;8;24;10;2;4.694.397.929.713.900;6.551.422.502.059.080
Bogotá;2019;1;20;11;12;5;21;21;0;60.092.250.107.380.800;100000.0
Cúcuta;2016;1;21;13;9;13;30;11;2;7.489.710.025.941.380;4.847.764.722.609.350
Barranquilla;2016;2;25;17;6;7;25;15;4;5.678.142.487.808.380;7.220.118.707.007.330
Bogotá;2024;4;26;20;6;7;33;14;1;4.532.663.767.236.770;6.119.482.055.119.590
Manizales;2016;1;20;18;7;7;28;14;2;267.773.605.544.511;7.035.624.720.224.860
Santa Marta;2020;5;21;20;6;6;26;7;2;4.803.281.742.235.130;6.097.112.925.737.800
Barranquilla;2022;6;21;11;13;7;33;18;3;5.289.107.038.683.830;5.419.372.344.166.240
Cartagena;2024;10;24;11;10;9;29;11;4;6.538.498.994.453.360;35.576.239.004.301.300
Manizales;2020;4;20;14;10;6;29;12;2;3.521.611.014.837.130;61.116.430.707.642
Manizales;2018;7;16;19;9;7;24;13;1;3.927.513.823.819.010;2.675.153.999.378.130
Cúcuta;2022;5;22;16;14;12;28;14;3;5.562.649.299.881.780;8.220.902.437.318.640
Cúcuta;2018;9;22;14;10;11;28;12;1;6.407.972.996.645.370;5.293.349.636.347.820
Manizales;2023;9;31;17;10;5;16;8;2;21.900.359.071.126.900;456.957.442.468.486
Santa Marta;2022;4;19;19;9;4;31;25;2;16.796.978.892.839.500;15.580.317.347.679.900
Cúcuta;2018;10;11;9;9;9;31;11;1;5.584.726.987.758.410;5.364.254.296.718.440
Cartagena;2021;6;21;17;9;10;32;16;1;33.339.954.272.654.100;33.107.921.594.470.500
Medellín;2024;2;21;19;12;7;21;20;0;2.830.999.556.546.970;6.846.262.968.455.580
Cúcuta;2023;2;15;15;11;7;34;9;4;3.975.283.813.184.280;7.354.222.174.073.780
Bucaramanga;2020;3;21;15;10;3;32;9;1;4.229.270.686.223.640;5.479.191.865.685.310
Bucaramanga;2015;10;20;7;6;13;26;12;6;4.587.341.695.294.610;5.005.570.961.902.860
Cúcuta;2020;2;20;13;9;4;27;13;4;3.204.596.119.294.500;28.762.618.812.603.300
Bogotá;2022;9;23;15;15;4;34;18;4;29.065.920.469.173.800;3.997.884.347.064.840
Medellín;2023;12;15;18;10;11;35;8;0;5.803.528.544.079.920;45.866.222.460.563.100
Cali;2015;4;21;15;10;9;38;10;2;3.554.417.968.774;20.793.362.721.441.800
Bogotá;2019;5;18;18;11;16;33;16;2;666.860.248.796.246;6.781.502.729.424.120
Barranquilla;2019;2;15;15;10;9;29;18;3;4.070.799.666.204.640;7.114.505.484.235.960
Medellín;2022;8;24;13;10;16;30;11;3;705.360.935.508.852;3.670.957.022.573.450
Cali;2021;12;16;16;5;7;33;16;4;26.743.125.124.186.500;9.831.630.629.413.840
Pereira;2019;8;15;19;9;9;40;14;2;20.829.487.699.048.100;6.330.606.922.099.970
Barranquilla;2020;7;22;20;11;10;38;14;4;39.658.857.190.835.300;6.237.456.498.839.520
Cúcuta;2022;7;26;13;11;7;36;14;0;4.693.097.434.482.120;40.040.463.332.369.500
Bucaramanga;2020;7;18;18;15;11;30;10;3;5.152.984.388.380.920;3.666.759.483.261.500
Bogotá;2024;8;22;13;10;5;32;21;1;6.243.166.398.596.900;6.597.765.400.033.870
Bucaramanga;2019;4;18;17;8;7;26;11;0;489.776.430.533.139;8.942.869.813.792.790
Manizales;2024;6;26;20;8;7;31;13;2;5.777.093.960.932.230;4.647.978.074.343.000
Barranquilla;2015;12;18;18;6;9;32;13;0;575.436.211.280.731;9.020.148.012.223.900
Pereira;2022;8;23;6;10;9;29;7;3;6.626.347.938.134.020;2.417.733.616.037.460
Santa Marta;2022;8;24;19;10;15;30;6;0;6.659.257.274.839.740;6.406.183.013.851.630
Cali;2020;4;15;13;11;5;20;11;3;52.537.550.468.286.600;513.393.944.057.761
Manizales;2021;1;16;19;10;9;29;12;2;786.250.049.063.679;4.465.780.915.648.570
Manizales;2021;2;18;21;13;8;35;18;4;5.457.672.327.061.350;7.212.689.048.184.880
Barranquilla;2016;4;16;19;4;8;28;17;1;3.915.465.597.840.750;6.719.425.603.867.080
Bogotá;2020;9;18;15;15;5;31;8;2;45.397.374.205.675.500;7.468.868.267.948.510
Santa Marta;2021;3;16;17;11;13;20;16;3;4.201.289.501.631.670;46.831.119.385.310.800
Santa Marta;2022;5;26;14;9;10;22;17;2;9.430.164.216.602.480;5.521.817.878.724.150
Bucaramanga;2016;1;17;19;7;10;34;14;5;39.809.699.128.622.100;42.325.641.729.612.000
Santa Marta;2024;5;26;23;7;5;21;13;3;336.336.321.638.862;6.917.997.533.894.860
Manizales;2022;11;18;11;11;11;24;13;2;2.230.103.291.336.690;100000.0
Cali;2016;11;18;21;7;10;32;9;1;7.368.737.091.144.600;3.500.759.981.621.600
Cartagena;2023;11;19;10;10;11;24;13;0;14.321.456.203.959.300;4.893.272.139.667.790
Pereira;2016;1;21;11;11;3;22;15;3;21.524.478.636.729.200;7.488.741.400.809.050
Manizales;2017;11;18;10;8;4;35;9;2;6.277.556.315.025.130;4.386.989.787.148.980
Medellín;2022;6;16;18;16;11;29;14;3;21.364.453.005.989.800;36.915.451.408.819.100
Barranquilla;2020;12;20;16;10;10;31;3;2;4.957.180.715.731.270;3.962.448.782.770.030
Manizales;2023;1;17;8;9;5;34;14;1;5.219.938.601.476.340;243.212.256.053.835
Cúcuta;2022;2;21;14;12;11;21;7;4;7.304.902.311.013.540;7.805.944.799.704.900
Manizales;2024;11;16;13;8;10;28;16;1;4.421.957.093.056.310;4.623.184.263.942.980
Pereira;2020;9;23;17;14;9;35;13;4;39.849.041.541.859.700;5.655.575.972.646.550
Santa Marta;2017;11;17;8;10;14;26;10;2;5.889.281.835.288.370;5.350.282.210.949.350
Cúcuta;2017;12;21;12;12;6;26;9;1;3.406.675.499.588.440;100000.0
Bogotá;2016;3;19;17;13;10;37;14;1;442.271.221.300.402;6.349.855.372.653.360
Cali;2022;9;14;17;6;6;27;11;4;5.584.555.650.665.620;236.696.932.434.295
Bucaramanga;2024;4;18;16;9;7;34;12;1;31.142.905.544.281.500;100000.0
Pereira;2019;5;20;13;11;7;25;15;3;48.891.833.120.045.000;4.687.241.156.898.840
Manizales;2023;7;31;15;10;8;30;13;1;1.010.037.609.152.870;5.201.103.179.256.210
Bucaramanga;2019;4;28;17;9;5;29;14;2;25.838.426.193.743.100;23.376.847.744.444.700
Barranquilla;2019;12;24;11;10;12;31;10;3;3.359.868.321.245.540;8.198.933.563.016.770
Pereira;2022;11;21;13;9;3;30;10;2;5.156.163.502.564.010;6.850.348.502.526.580
Santa Marta;2022;12;21;17;14;11;23;17;1;6.397.884.652.933.370;44.244.606.375.909.000
Barranquilla;2016;10;14;17;10;8;33;15;2;64.691.056.307.388;769.328.728.604.346
Bucaramanga;2022;10;26;12;12;11;24;13;4;4.084.084.233.219.370;6.734.312.917.989.910
Cali;2021;6;18;16;7;8;29;13;3;4.321.305.895.425.430;34.188.413.172.829.700
Manizales;2020;9;20;18;7;10;36;13;4;4.103.010.930.851.260;10.205.237.412.239.600
Bucaramanga;2017;8;18;14;9;9;36;14;1;52.543.170.550.465.600;15.184.995.831.079.200
Manizales;2019;11;17;21;4;10;30;13;0;6.877.410.309.045.530;4.294.969.120.693.770
Cartagena;2016;1;20;17;10;7;29;17;1;5.804.235.340.614.840;5.337.777.771.802.270
Cartagena;2023;6;21;20;11;6;28;14;2;379.248.656.501.852;4.330.446.506.967.490
Medellín;2019;9;18;10;9;6;33;15;1;24.768.649.084.664.000;517.111.758.163.147
Bucaramanga;2022;3;30;16;5;9;30;10;5;34.626.304.559.002.800;7.047.790.737.176.210
Bogotá;2019;3;25;17;13;12;31;10;3;5.294.748.688.945.170;487.459.180.755.881
Manizales;2024;10;15;11;11;11;34;9;3;53.657.112.424.205.600;4.983.363.036.468.900
Cali;2023;12;14;13;14;7;25;14;3;13.586.520.639.106.900;6.228.416.149.342.030
Medellín;2015;5;26;15;7;8;36;11;2;5.210.987.189.355.480;8.153.649.883.846.790
Manizales;2020;9;24;16;10;7;40;11;0;12.923.088.847.460.100;4.800.701.438.173.100
Cúcuta;2022;3;24;11;6;15;47;10;1;34.943.220.744.372.100;5.973.156.709.161.980
Bogotá;2021;5;25;16;7;7;26;15;2;5.585.121.268.970.320;3.197.233.974.656.980
Bucaramanga;2016;11;21;16;8;5;22;14;1;2.603.398.173.365.790;8.068.043.059.925.230
Pereira;2016;5;21;12;12;5;40;15;2;5.187.134.052.731.770;47.500.833.913.701.600
Medellín;2024;11;19;17;9;7;33;11;6;396.222.450.521.922;529.991.619.082.825
Cartagena;2015;8;11;11;13;6;32;7;3;29.153.322.706.304.000;6.484.493.116.469.030
Barranquilla;2015;2;16;21;12;8;34;11;1;5.195.532.473.766.870;3.680.577.268.211.120
Santa Marta;2017;8;16;14;6;12;33;10;5;5.219.011.825.386.350;35.367.179.624.484.900
Cali;2017;1;21;11;10;5;27;12;3;6.859.337.334.855.710;8.120.759.228.524.040
Santa Marta;2022;5;25;17;9;6;31;19;1;3.597.777.362.996.280;3.308.363.719.350.000
Pereira;2023;3;25;13;7;5;29;10;2;6.383.284.257.900.610;5.343.985.301.557.590
Medellín;2019;5;22;12;6;9;26;12;1;53.313.228.624.675.200;7.360.245.560.785.810
Bogotá;2015;9;17;12;9;8;24;19;1;6.782.619.782.462.590;4.724.942.769.482.810
Bogotá;2016;12;23;10;10;9;33;13;0;39.898.721.501.077.000;632.778.568.638.034
Santa Marta;2018;11;17;10;9;7;32;12;1;14.369.393.780.551.500;6.518.830.546.470.330
Cartagena;2023;1;17;15;10;13;32;10;1;5.615.078.689.146.910;46.323.380.050.199.400
Cúcuta;2019;6;16;13;17;6;34;7;1;196.582.654.780.831;6.079.765.196.526.260
Barranquilla;2023;10;14;10;9;8;25;18;2;7.194.324.304.478.310;50.197.977.461.969.000
Manizales;2015;12;21;19;8;8;32;7;1;1.0;45.926.609.248.054.000
Medellín;2023;6;21;13;7;7;36;17;5;3.495.074.644.074.890;20.955.412.716.130.000
Cali;2022;12;15;16;10;4;28;11;4;5.528.020.812.649.780;39.201.536.137.108.300
Santa Marta;2015;7;20;18;11;8;19;9;3;4.088.030.904.319.280;5.078.102.145.358.050
Cúcuta;2021;10;26;14;10;5;36;14;2;355.899.779.327.156;3.877.792.068.452.190
Cartagena;2019;10;20;16;9;8;34;8;5;4.183.356.820.328.460;19.140.679.391.012.100
Bucaramanga;2024;5;15;14;12;7;27;21;2;3.081.705.975.112.680;2.663.041.739.961.860
Cali;2022;7;18;8;10;8;35;14;2;4.300.206.045.446.700;5.603.992.411.153.740
Bucaramanga;2018;2;15;11;9;13;33;9;0;8.015.529.020.575.050;4.458.581.752.006.290
Santa Marta;2016;2;21;18;12;9;30;13;1;5.010.568.238.619.570;3.594.906.660.827.420
Pereira;2015;10;17;11;11;9;24;10;2;40.802.339.462.331.300;36.987.737.360.290.900
Santa Marta;2021;8;21;12;17;8;32;11;0;600.524.855.593.935;435.496.219.074.521
Bogotá;2015;6;20;11;16;6;34;11;0;4.895.742.153.902.100;7.711.373.131.369.500
Santa Marta;2023;5;21;12;16;9;34;18;3;29.358.282.474.062.500;4.325.409.099.314.340
Pereira;2015;3;16;11;3;10;29;11;2;5.590.973.869.761.640;6.149.765.359.915.110
Pereira;2020;4;23;11;13;13;24;12;1;61.112.702.390.641.300;408.366.806.567.849
Manizales;2016;8;21;15;9;4;32;12;3;2.465.105.078.173.910;570.178.334.376.333
Barranquilla;2020;10;13;12;11;6;31;6;2;8.363.202.493.890.180;6.143.720.724.689.240
Bogotá;2020;7;25;17;10;8;23;9;0;5.340.327.248.751.430;43.925.652.168.381.600
Santa Marta;2019;9;21;11;10;7;30;13;4;27.468.008.008.732.400;19.337.126.545.776.700
Medellín;2019;11;25;16;11;7;33;9;1;7.410.568.147.027.590;7.310.371.791.694.960
Santa Marta;2022;3;21;16;10;8;24;8;1;47.486.974.284.049.400;670.670.288.342.776
Cali;2021;6;21;9;10;7;24;6;1;5.174.769.000.960.940;5.002.762.214.884.400
Cartagena;2019;7;21;17;10;6;40;9;2;33.896.280.180.727.500;4.435.843.064.292.790
Cali;2018;2;24;20;10;11;30;21;1;4.957.658.013.344.980;6.280.177.945.984.320
Pereira;2015;12;18;22;12;12;28;13;2;55.086.966.687.131.300;6.316.555.098.072.780
Bucaramanga;2016;4;22;19;11;7;28;18;1;4.269.549.685.258.910;6.830.996.708.422.520
Cali;2024;1;20;16;9;15;25;9;2;26.720.170.167.377.900;4.810.288.373.023.380
Medellín;2021;4;18;12;15;6;32;10;0;31.599.736.532.822.600;4.931.501.329.861.010
Cali;2024;12;18;14;10;2;30;11;3;4.340.448.609.327.950;6.148.487.216.918.010
Medellín;2015;2;28;19;11;7;33;17;5;44.121.279.225.109.500;7.541.493.565.840.550
Cali;2023;7;12;16;11;6;29;13;2;7.364.688.348.719.180;2.807.183.272.388.860
Cúcuta;2020;1;25;10;15;11;33;15;2;337.233.708.996.182;3.342.525.091.164.980
Bogotá;2019;6;22;17;10;8;30;8;0;7.104.673.883.444.950;6.364.238.221.355.480
Cali;2020;3;12;17;4;5;34;16;2;4.548.101.429.740.010;4.608.669.828.362.140
Manizales;2015;8;21;8;14;8;20;13;0;49.402.650.931.305.300;19.017.751.018.135.500
Medellín;2016;8;14;17;11;7;32;12;5;31.512.006.212.763.800;4.026.790.407.633.320
Cali;2021;12;11;14;10;6;29;8;0;7.035.711.387.869.230;50.271.535.963.042.400
Bucaramanga;2020;7;25;13;11;12;39;12;4;8.019.181.697.765.630;328.622.297.659.063
Medellín;2021;7;16;12;12;9;24;9;1;555.864.291.534.152;5.628.939.616.959.230
Bogotá;2020;1;25;13;6;5;23;13;2;43.439.131.927.972;6.024.741.863.910.400
Santa Marta;2021;9;21;14;8;6;29;10;4;457.503.559.171.751;961.551.489.913.993
Medellín;2021;3;25;7;12;10;28;14;2;18.345.221.319.928.100;7.031.208.962.646.140
Barranquilla;2020;8;20;16;12;6;33;8;1;21.863.664.224.061.000;22.323.715.306.068.700
Cartagena;2022;2;28;24;11;11;34;13;1;7.540.070.411.516.620;9.841.523.487.202.680
Bogotá;2021;1;25;17;12;7;35;7;2;25.649.377.003.509.500;478.097.734.905.225
Barranquilla;2023;11;15;21;8;0;29;12;4;4.040.904.996.127.110;7.104.319.728.310.460
Cartagena;2019;1;17;18;7;11;19;7;2;783.545.238.738.113;49.008.247.976.142.200
Barranquilla;2022;8;25;11;10;5;27;20;3;44.974.896.464.424.200;5.519.773.746.729.950
Medellín;2022;9;14;15;13;10;29;17;1;42.057.506.025.031.300;4.634.623.281.047.280
Bogotá;2022;3;17;13;11;4;32;7;0;3.792.320.235.243.760;45.212.004.951.606.500
Barranquilla;2018;7;12;16;4;11;36;19;1;4.460.551.058.953.190;24.285.026.214.286.700
Medellín;2023;2;17;16;5;10;29;9;1;586.888.425.132.862;5.069.648.455.623.650
Santa Marta;2024;12;23;8;16;11;28;13;1;51.456.023.146.082.800;2.831.710.434.339.440
Cúcuta;2018;8;27;14;12;10;30;9;2;4.832.263.218.805.220;5.998.294.894.616.310
Barranquilla;2020;12;15;12;5;9;35;18;2;33.294.844.797.725.100;47.203.693.339.746.600
Cali;2020;3;11;12;11;7;32;9;1;5.143.994.030.688.650;580.264.854.574.723
Manizales;2016;10;16;18;7;12;38;9;0;34.445.822.048.268.500;3.293.212.047.355.790
Cali;2021;10;22;13;10;11;34;16;1;7.083.336.717.514.850;4.968.336.566.880.920
Santa Marta;2021;5;17;15;13;6;33;11;0;7.302.937.189.322.570;4.898.161.118.212.190
Pereira;2015;7;18;16;8;14;30;11;3;4.963.411.921.885.610;6.108.227.461.092.390
Cartagena;2019;9;19;14;7;9;28;11;1;62.944.257.753.892.000;27.983.273.253.185.100
Barranquilla;2023;1;22;20;7;10;28;13;2;3.970.827.464.816.060;4.231.767.497.434.120
Bogotá;2024;5;18;18;4;3;28;10;1;44.641.600.639.605.200;8.242.897.862.665.620
Cartagena;2019;1;21;21;10;8;31;9;0;3.942.220.689.484.490;7.330.206.305.980.230
Cúcuta;2024;2;21;10;10;6;27;10;1;5.329.089.667.151.610;5.937.790.923.749.700
Pereira;2021;10;18;25;6;6;30;11;2;57.466.280.020.737.700;8.135.180.778.976.400
Barranquilla;2023;4;22;17;10;7;23;15;1;3.751.495.838.968.700;7.034.621.038.589.830
Cúcuta;2015;10;20;9;12;9;34;12;2;59.818.564.204.101.800;48.854.806.313.596.700
Manizales;2023;3;16;15;8;7;29;11;2;3.377.324.420.328.700;6.204.634.600.968.170
Medellín;2018;10;21;13;9;5;34;12;1;3.424.192.187.479.140;18.776.274.567.904.800
Manizales;2015;5;15;14;12;3;32;12;2;44.435.037.548.932.600;3.689.913.886.863.360
Barranquilla;2022;6;23;11;15;2;41;5;2;7.252.205.078.806.170;13.705.254.988.498.900
Cartagena;2017;1;9;19;8;9;39;11;3;4.198.077.400.016.380;5.667.639.412.775.800
Bogotá;2022;9;14;12;11;9;33;8;1;5.559.285.751.464.680;39.049.642.771.567.400
Barranquilla;2020;10;19;15;8;6;20;10;1;6.999.702.606.570.070;48.165.234.777.284.200
Medellín;2020;2;25;8;10;8;30;11;4;6.223.611.424.155.000;26.939.464.659.519.300
Cúcuta;2022;8;17;17;16;10;37;9;2;4.461.496.691.117.840;4.407.335.510.415.640
Pereira;2023;9;20;10;7;6;30;8;2;4.259.211.413.685.960;5.637.235.503.778.400
Cali;2022;1;22;16;11;7;37;7;3;3.347.290.877.997.320;47.162.847.471.159.000
Manizales;2021;2;27;13;9;14;21;13;1;483.720.853.357.859;390.232.654.867.796
Manizales;2017;3;19;16;8;8;18;10;0;10.125.456.268.930.900;2.166.977.420.534.160
Bucaramanga;2018;11;19;14;10;13;22;23;1;6.884.251.830.022.440;6.315.544.474.679.200
Cali;2023;9;14;9;8;7;33;9;2;5.131.582.480.106.800;4.519.300.613.856.770
Cúcuta;2018;12;27;10;8;9;29;16;4;12.405.524.778.140.900;7.361.668.054.271.970
Cúcuta;2022;3;21;13;7;11;30;8;1;4.620.241.897.361.160;2.635.149.908.807.950
Bucaramanga;2020;6;23;23;11;9;40;11;2;3.536.409.185.081.000;456.718.584.166.862
Cali;2019;9;24;20;8;10;32;8;0;30.849.899.054.937.300;4.178.329.136.436.520
Barranquilla;2021;11;15;16;11;5;29;16;1;29.537.044.528.654.300;5.216.172.503.163.550
Cartagena;2015;7;21;15;9;12;30;11;0;468.560.520.577.169;3.991.593.000.099.320
Cúcuta;2024;10;24;13;13;7;25;12;0;63.177.305.680.457.900;3.081.652.029.665.920
Cali;2017;12;21;18;9;10;20;13;1;2.409.542.800.336.270;4.115.846.445.509.690
Cúcuta;2019;6;19;15;11;9;21;6;2;8.963.047.147.350.440;49.285.191.826.419.300
Cartagena;2018;2;18;12;9;8;22;14;1;659.569.348.417.372;8.904.340.933.792.790
Bucaramanga;2017;6;13;14;17;8;27;10;0;77.738.586.365.067;3.968.982.833.984.500
Medellín;2017;10;19;20;18;10;32;14;2;5.238.608.776.826.710;5.493.523.913.156.980
Medellín;2023;12;17;17;16;8;23;15;5;26.299.899.276.056.500;29.840.998.785.048.000
Medellín;2019;1;27;11;10;9;25;12;1;43.742.233.685.724.800;5.615.683.562.852.240
Manizales;2017;7;28;16;11;10;33;12;1;4.148.725.325.936.190;1.945.756.509.868.880
Bucaramanga;2019;6;11;9;14;7;30;11;3;5.170.539.691.356.690;9.150.621.116.697.840
Manizales;2023;8;20;11;11;10;34;14;0;3.689.042.388.961.080;33.442.544.949.598.900
Cali;2017;2;27;22;14;8;29;13;3;5.231.059.434.131.560;100000.0
Barranquilla;2019;1;20;7;6;12;26;10;1;197.822.887.545.791;4.834.035.340.872.560
Bucaramanga;2016;9;17;10;10;8;31;10;1;4.184.104.965.049.840;6.594.635.214.694.200
Cali;2022;9;24;12;10;8;44;13;0;4.550.544.205.875.030;2.584.783.308.822.920
Bogotá;2020;10;17;8;8;15;24;15;3;3.333.349.481.154.310;37.116.012.081.944.000
Bucaramanga;2022;7;31;15;12;6;35;9;2;60.089.851.496.610.200;7.577.908.808.726.920
Santa Marta;2015;1;16;14;7;7;33;14;2;4.466.239.338.199.760;6.123.517.119.221.360
Santa Marta;2016;2;22;14;10;7;33;13;2;45.115.119.970.646.600;8.014.675.196.927.040
Medellín;2021;9;17;25;10;15;25;11;2;29.525.637.743.102.300;100000.0
Manizales;2021;5;30;13;17;11;29;15;2;36.856.119.881.301.000;4.779.403.429.283.690
Cartagena;2023;2;21;12;13;13;29;7;2;6.263.636.734.272.180;4.232.132.086.133.870
Bogotá;2020;5;23;17;11;6;30;4;2;3.482.899.900.724.340;5.906.638.499.309.370
Cúcuta;2021;1;22;20;13;9;36;15;5;4.033.748.648.224.040;18.409.204.427.625.400
Medellín;2018;10;16;15;7;5;44;13;1;7.031.058.315.654.720;1.821.862.638.415.040
Medellín;2016;12;19;16;7;10;36;13;1;6.447.486.906.214.470;7.766.916.005.653.210
Santa Marta;2023;5;28;18;13;10;30;11;0;13.310.883.300.113.400;31.387.700.696.893.800
Santa Marta;2015;7;17;13;9;6;30;16;1;5.337.861.551.304.330;2.991.159.789.266.990
Barranquilla;2020;8;21;19;12;8;31;6;0;450.762.061.081.587;8.183.558.440.784.780
Medellín;2024;11;16;15;11;7;27;9;1;49.744.888.788.876.300;6.201.030.780.299.880
Santa Marta;2023;3;19;14;10;5;35;15;0;2.290.424.604.234.850;39.582.368.855.759.200
Bucaramanga;2024;4;26;16;10;9;33;12;2;4.659.767.883.004.330;6.052.079.320.855.100
Cartagena;2024;12;19;11;6;5;33;9;4;8.317.658.380.553.100;6.641.922.487.377.850
Santa Marta;2016;11;18;18;11;5;25;10;1;4.828.276.839.283.650;3.555.016.022.293.450
Santa Marta;2016;2;27;22;13;8;39;9;3;54.997.764.401.763.600;6.229.343.701.043.160
Cali;2023;1;15;17;9;9;28;12;3;3.693.957.681.840.030;8.569.257.668.801.390
Medellín;2024;10;20;18;10;4;37;6;1;7.207.640.106.756.960;314.560.172.987.877
Bucaramanga;2024;8;19;16;3;9;27;10;3;24.531.312.416.522.900;7.117.532.089.484.130
Medellín;2023;7;19;13;13;15;38;9;2;37.636.902.492.653.900;5.697.465.069.160.400
Barranquilla;2018;11;14;10;8;10;25;14;0;30.195.511.977.898.700;5.725.026.325.499.890
Cartagena;2022;8;16;13;4;5;37;14;2;2.136.197.210.161.610;7.333.783.820.941.260
Pereira;2022;5;25;19;6;7;24;8;2;56.140.491.357.995.000;6.027.529.249.343.330
Bogotá;2016;5;17;23;6;8;30;10;2;15.913.470.759.891.800;1.428.499.990.983.610
Manizales;2018;1;20;21;8;7;32;8;1;3.413.821.886.630.900;27.507.246.763.883.800
Bucaramanga;2020;9;22;13;6;8;25;5;1;3.721.058.729.878.630;5.122.626.115.671.160
Cali;2018;11;17;24;7;9;23;4;1;4.018.475.442.933.810;2.917.544.759.701.630
Santa Marta;2021;3;25;11;12;6;31;11;3;6.935.812.594.101.430;9.515.759.678.451.920
Santa Marta;2024;1;17;9;16;5;16;14;0;7.699.057.453.154.110;360.484.906.508.378
Santa Marta;2019;4;24;21;12;1;24;15;3;7.320.819.586.610.370;28.598.347.389.246.600
Bogotá;2018;12;21;17;10;8;25;13;2;4.870.030.280.697.580;3.418.053.423.466.450
Medellín;2020;4;25;10;7;6;36;14;3;6.345.611.560.047.430;38.908.986.639.052.900
Bogotá;2020;8;16;16;15;7;28;14;3;32.840.973.331.374.200;4.872.993.899.491.670
Cali;2019;10;28;18;7;9;34;8;3;5.167.214.740.905.050;41.400.154.692.275.100
Bogotá;2020;10;29;11;12;8;31;19;0;49.034.927.097.057.900;5.746.192.204.030.520
Santa Marta;2019;5;25;9;4;6;37;14;1;43.619.055.301.184.300;2.482.440.505.596.220
Cartagena;2021;10;26;20;10;10;26;9;4;6.017.070.083.500.510;7.633.944.550.512.810
Santa Marta;2019;12;24;22;10;13;32;16;5;55.141.708.078.481.500;4.954.232.577.852.070
Bucaramanga;2018;5;20;13;8;10;37;7;0;376.729.402.748.262;4.076.150.401.007.300
Bogotá;2023;1;17;14;7;6;32;12;1;398.164.473.175.907;516.493.277.905.476
Bogotá;2019;11;20;18;10;11;27;10;5;45.481.660.055.783.300;39.484.731.984.442.100
Barranquilla;2020;4;15;12;12;5;25;10;3;5.487.373.016.354.110;4.920.375.734.857.070
Barranquilla;2016;8;18;12;10;7;41;16;4;4.917.715.460.194.260;6.996.089.138.215.500
Pereira;2015;8;26;12;14;8;33;13;3;26.885.620.790.292.200;13.903.736.315.109.300
Santa Marta;2017;4;21;8;9;9;25;15;1;31.759.318.575.062.800;636.105.044.149.527
Manizales;2021;3;24;13;16;10;31;12;1;566.347.733.119.476;741.747.064.586.826
Manizales;2015;4;22;15;9;11;23;7;3;36.347.829.062.078.400;5.794.693.945.577.780
Cúcuta;2015;6;14;23;7;7;27;19;0;4.761.202.616.494.730;52.288.735.344.318.900
Pereira;2022;3;20;13;6;8;28;14;1;5.159.063.198.536.090;6.869.524.289.130.110
Cali;2017;11;16;13;10;3;23;13;2;2.000.527.921.000.990;3.381.878.956.108.890
Barranquilla;2016;12;23;13;10;12;26;10;0;4.727.947.107.045.640;432.226.640.633.766
Pereira;2022;3;20;16;11;9;31;11;2;19.277.560.921.850.000;100000.0
Cartagena;2024;9;27;15;7;9;33;11;7;4.543.390.290.100.380;8.133.339.236.621.630
Cartagena;2016;3;16;13;6;14;30;12;1;4.371.398.138.207.900;48.511.936.912.584.100
Pereira;2024;1;17;17;3;6;42;9;4;37.285.234.010.134.400;5.694.689.294.368.040
Pereira;2021;11;23;13;9;9;26;8;0;31.603.029.348.180.100;49.111.452.643.435.300
Bucaramanga;2021;3;22;18;6;10;22;11;3;4.440.577.829.623.580;100000.0
